Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
3,0,0,2,2,2,1,1,63,1,31,3,5,3,14,2,1,12,1,975
2,1,3,2,1,1,-1,1,290,0,44,0,2,10,17,11,2,6,7,1715
2,1,1,2,0,1,-1,2,104,1,3,3,7,0,36,20,2,15,8,1888
1,0,2,3,1,2,4,1,65,2,5183,2,2,10,8,19,1,11,9,850
0,0,1,3,0,0,-1,1,152,2,90,3,5,1,50,9,2,6,14,1787
1,0,1,3,0,2,3,2,111,0,596,3,2,23,10,3,0,2,11,2030
0,0,0,3,1,2,4,2,248,1,1921,2,6,20,47,11,1,5,14,1717
3,0,0,2,0,2,2,0,257,0,3696,2,4,11,11,18,1,2,14,2319
2,1,0,1,0,1,-1,0,239,2,19,3,3,0,37,21,2,12,7,1573
0,0,1,3,0,0,-1,0,158,0,1664,1,3,4,13,3,2,6,11,2308
0,0,2,1,1,2,3,0,152,2,8403,0,4,20,29,23,0,2,11,4136
3,0,2,0,3,1,-1,0,56,1,72,3,2,14,17,20,1,13,14,981
3,1,3,1,2,1,-1,1,215,3,7,1,4,0,12,22,2,9,8,2641
1,1,3,0,3,2,1,1,90,2,9635,1,3,7,21,10,0,1,9,3842
1,1,1,3,2,0,-1,0,296,0,519,0,3,23,26,3,0,15,8,2665
2,0,2,2,3,1,-1,0,170,1,13,3,1,3,27,4,0,15,4,973
3,1,0,1,3,0,-1,0,298,3,1193,0,4,24,25,24,1,3,14,2806
0,0,1,1,3,1,-1,2,54,2,62,1,7,15,25,13,0,12,1,1455
3,0,3,1,3,2,2,1,244,1,8855,1,2,21,17,1,0,14,10,2081
1,1,0,0,2,2,0,1,207,2,1834,2,1,18,27,7,1,2,7,2059
3,1,0,2,2,2,0,0,217,2,2853,1,7,3,13,17,0,13,9,2910
2,0,2,2,2,0,-1,1,180,2,688,1,6,16,23,7,2,12,10,1440
3,0,2,1,3,0,-1,1,218,0,430,1,6,15,15,3,1,8,2,1966
0,0,1,0,0,2,3,1,136,1,3030,3,2,24,18,9,1,10,10,1980
2,1,3,1,1,0,-1,0,276,1,1595,0,4,2,22,8,2,2,15,1554
3,1,0,3,3,1,-1,2,220,3,8,1,7,6,27,10,0,0,2,3246
1,1,3,3,1,2,2,1,175,3,7753,1,3,18,31,8,0,6,2,4924
2,0,1,3,0,0,-1,1,119,0,210,2,2,24,8,10,1,3,4,1164
0,1,1,3,2,0,-1,0,66,3,914,3,5,9,47,6,1,5,10,3006
0,0,0,3,1,1,-1,2,217,3,92,3,5,21,21,17,2,3,6,2372
0,0,3,1,3,2,2,2,66,0,1851,3,1,19,22,4,0,5,4,1464
3,0,2,2,2,2,0,2,172,3,1554,1,3,13,46,7,1,2,9,3279
3,0,2,2,2,2,3,1,291,3,4359,3,2,1,15,15,0,3,3,3175
0,1,3,1,1,2,3,0,52,1,723,3,2,5,10,10,1,15,14,1377
3,1,2,0,1,2,0,2,125,2,2622,2,2,16,14,19,1,10,5,1770
3,0,2,3,2,2,3,2,80,3,703,0,5,18,48,6,2,0,10,2836
3,1,1,2,3,1,-1,0,243,0,2,0,7,8,38,13,0,9,14,2493
3,1,2,2,1,1,-1,0,173,1,61,2,2,6,30,23,1,15,0,1651
2,0,3,2,0,2,3,1,71,2,9198,2,1,19,37,7,1,3,13,2854
1,1,2,0,2,1,-1,2,84,1,83,2,5,1,49,15,1,13,2,1966
3,0,3,0,0,2,3,0,68,2,9368,3,6,3,37,20,1,10,7,3718
0,1,3,2,3,0,-1,0,150,1,987,2,3,2,8,21,2,7,0,1111
2,0,1,1,3,1,-1,1,70,1,40,2,3,15,32,2,1,1,3,593
3,1,2,1,2,1,-1,2,269,1,98,3,5,16,28,23,2,3,0,1713
0,0,0,3,1,2,2,2,214,1,8159,0,1,4,46,11,2,5,9,2773
2,1,0,2,0,2,4,2,180,3,5384,0,5,3,3,4,2,15,0,2566
0,0,0,2,2,0,-1,1,193,0,818,2,3,3,17,15,1,10,15,1387
0,0,3,0,1,0,-1,1,244,0,1242,3,7,18,22,14,2,6,12,2034
0,1,1,3,0,0,-1,1,177,0,1545,3,3,11,39,16,2,1,15,2260
3,0,1,0,1,2,4,0,140,2,9076,2,7,19,2,17,0,10,10,804
3,0,2,2,3,2,4,2,124,0,6432,0,6,10,15,0,1,11,6,1612
3,0,0,1,1,1,-1,0,74,0,78,0,7,16,3,20,0,3,15,1629
0,1,0,0,3,0,-1,2,93,3,634,3,5,16,35,22,1,7,2,2764
0,0,1,3,2,2,3,0,105,0,8943,3,3,22,24,4,0,14,1,4025
2,0,0,3,0,0,-1,1,116,3,545,2,1,17,29,13,2,13,2,2054
3,1,0,1,2,2,1,0,59,3,6487,3,2,20,13,15,0,0,14,4058
2,1,3,0,2,1,-1,2,156,3,54,0,3,4,50,17,2,4,14,3025
1,1,1,1,2,1,-1,2,195,0,48,2,2,10,6,21,1,0,10,1822
3,0,0,3,0,0,-1,1,217,0,1848,3,5,16,14,16,2,13,9,1997
0,1,1,2,2,1,-1,2,114,1,97,3,3,24,25,16,2,10,4,1320
2,0,1,0,1,1,-1,0,191,2,19,3,6,0,34,18,1,15,14,1302
2,1,0,1,2,0,-1,0,184,3,557,1,1,9,47,18,0,4,14,3185
2,0,3,1,0,2,4,2,245,3,6038,2,6,18,48,4,1,4,1,2629
1,1,0,0,2,1,-1,0,56,3,7,3,5,9,7,11,0,1,6,2717
2,0,1,2,0,0,-1,2,257,3,1500,0,4,3,35,5,0,6,3,2721
0,1,0,1,2,1,-1,2,224,3,42,0,4,5,9,5,0,10,14,2639
0,0,0,0,0,0,-1,2,199,2,664,0,6,8,17,10,2,4,2,1916
1,0,0,2,3,0,-1,1,161,0,1394,3,6,4,39,3,0,9,14,2079
2,0,3,0,0,0,-1,2,137,0,174,0,6,12,48,22,1,7,8,2446
3,1,0,1,0,1,-1,1,124,3,48,2,7,17,14,3,0,12,7,2491
0,0,0,2,1,0,-1,0,275,3,229,2,7,23,39,1,2,12,11,2637
0,1,1,1,1,2,0,2,131,2,4102,0,3,15,39,21,2,8,5,3661
3,0,0,0,3,2,0,2,171,1,5779,3,3,3,45,2,2,2,3,3023
3,0,1,0,3,0,-1,1,64,2,1190,3,6,9,41,23,0,12,10,1204
1,0,0,2,2,0,-1,2,160,2,1025,3,3,24,43,15,1,2,6,1792
3,0,1,1,0,2,0,0,238,3,8517,1,3,0,24,1,1,9,15,5031
0,0,1,1,1,1,-1,1,231,2,22,0,2,9,23,20,2,9,11,1022
2,1,1,0,3,0,-1,1,277,0,65,1,6,0,20,12,2,8,5,2116
0,0,0,1,3,2,4,2,260,3,4099,3,7,12,25,24,1,14,7,2538
2,0,3,3,0,0,-1,2,262,3,1494,2,7,21,6,0,0,2,8,2404
2,1,1,0,1,0,-1,0,119,0,390,3,7,17,42,3,1,10,1,2292
0,1,2,2,3,2,0,1,240,1,9925,1,1,14,5,13,1,8,7,5289
1,1,3,3,0,0,-1,2,59,0,115,1,6,13,19,9,1,2,13,3217
3,0,3,0,2,2,4,2,113,2,577,0,7,5,15,16,2,0,10,1327
1,1,0,0,3,2,0,0,262,0,8682,2,6,2,49,12,0,6,10,6776
1,0,2,1,1,0,-1,1,284,2,1902,1,6,1,0,1,0,15,2,1742
2,1,2,1,0,2,0,0,156,0,4246,0,4,4,19,0,0,12,13,3648
3,0,0,2,0,0,-1,0,235,3,277,1,3,21,50,4,2,1,4,2718
0,1,3,0,1,1,-1,0,151,1,53,2,5,16,37,1,2,4,7,1845
2,1,0,2,2,1,-1,0,223,1,97,1,1,18,50,11,1,8,2,1953
0,0,0,0,1,1,-1,2,262,1,95,2,4,21,28,8,1,8,6,1486
2,0,3,2,1,0,-1,2,186,0,303,3,3,16,4,6,0,13,11,1284
1,0,0,3,3,1,-1,2,135,0,64,0,3,21,23,10,2,9,15,1542
0,0,1,3,1,2,1,1,220,3,7413,0,4,11,22,1,2,8,4,4638
0,1,0,1,3,0,-1,1,89,0,1966,2,6,11,28,17,1,7,15,1841
3,1,2,3,2,0,-1,0,117,3,1024,0,2,18,1,24,0,2,13,2636
3,0,1,3,2,1,-1,2,139,2,71,2,3,11,13,22,0,14,3,926
3,1,1,1,2,2,3,0,183,3,3777,1,6,20,40,20,1,14,12,4869
1,1,3,0,1,0,-1,0,95,2,1680,0,5,3,0,20,1,3,1,1290
1,1,0,1,0,0,-1,0,104,3,154,1,3,23,36,12,1,6,13,4149
0,1,3,1,0,0,-1,0,245,0,118,0,5,1,36,17,2,8,5,2926
0,1,2,0,3,2,0,2,64,2,9942,0,3,11,28,24,1,1,12,5071
3,1,0,0,3,0,-1,0,131,1,172,0,5,6,42,4,1,6,6,1898
1,0,0,1,2,2,2,1,143,1,5272,2,3,1,14,8,0,4,3,2192
1,1,3,0,3,0,-1,1,228,0,1571,0,5,21,42,15,2,10,1,2428
1,0,2,3,3,2,3,1,200,2,8493,0,5,5,23,19,2,0,4,3957
2,1,0,0,2,0,-1,2,138,1,1598,0,4,24,16,20,2,6,2,1710
0,1,1,0,1,2,1,2,150,2,2880,3,6,22,29,22,2,9,15,2282
0,1,1,0,0,1,-1,0,291,0,52,1,6,10,37,19,2,8,14,3344
1,1,1,0,1,0,-1,2,124,3,825,2,6,6,33,24,1,4,2,3411
1,0,0,1,1,2,0,0,220,3,1669,3,7,6,21,6,1,4,1,3675
1,0,2,1,1,2,3,1,188,0,9100,2,4,19,14,2,2,2,8,4262
2,1,1,2,3,1,-1,0,99,1,91,2,1,17,48,8,2,0,10,1329
1,1,1,3,3,0,-1,0,187,1,1974,0,3,21,36,0,0,15,15,2034
2,0,1,0,2,0,-1,2,136,3,1958,2,4,7,27,2,2,4,8,2187
1,1,2,1,1,0,-1,0,128,2,786,0,3,0,19,6,0,13,4,1514
1,1,3,0,0,0,-1,0,237,1,1731,0,5,11,14,21,2,15,1,2405
0,1,0,0,3,0,-1,2,281,0,838,0,1,11,36,19,0,6,12,2148
1,0,3,2,1,2,2,1,91,0,6039,2,1,19,37,15,1,14,0,2911
0,0,1,1,1,1,-1,1,272,3,39,3,6,23,49,1,2,10,4,2544
3,0,0,2,3,2,4,2,136,0,2230,2,5,9,16,19,2,3,9,1223
0,1,0,0,3,2,3,0,251,3,6425,2,2,24,41,20,1,11,6,4681
2,0,1,1,3,1,-1,0,177,0,64,0,2,7,29,3,1,15,5,1370
2,0,1,3,0,1,-1,2,142,3,95,1,4,11,19,11,1,15,8,2437
2,1,3,0,3,1,-1,2,132,3,32,2,1,1,8,0,1,6,12,1622
3,0,3,2,1,2,3,0,261,0,2060,3,5,1,34,23,2,9,13,2407
2,0,0,1,3,0,-1,2,206,3,1110,3,7,13,50,24,2,12,1,2361
0,0,0,1,0,1,-1,1,279,0,54,3,5,1,31,11,2,15,4,2258
1,1,3,0,0,0,-1,1,164,0,439,0,2,18,29,21,1,11,4,2636
2,0,2,3,3,1,-1,1,81,3,9,3,5,21,39,10,1,2,10,2268
3,0,0,2,0,1,-1,1,257,2,60,2,4,5,14,5,0,5,6,958
3,0,0,3,2,0,-1,1,216,0,1528,2,4,5,44,3,0,12,15,1774
0,1,3,3,0,0,-1,2,247,3,1950,1,2,11,15,8,2,6,0,3213
0,0,2,0,0,2,3,1,105,0,500,0,2,6,47,18,0,5,6,2290
2,1,0,3,3,0,-1,2,262,0,332,1,2,22,22,8,1,13,14,1707
3,0,3,0,0,1,-1,1,82,2,7,3,5,17,32,17,0,7,12,1277
2,1,1,2,1,1,-1,2,212,1,83,1,1,2,24,15,2,14,10,1306
2,0,2,3,0,0,-1,1,83,0,227,3,6,12,23,0,0,15,15,1675
2,1,2,1,0,0,-1,1,75,0,539,3,1,16,39,4,1,0,3,1877
0,1,2,1,3,2,4,2,276,1,9592,0,5,14,30,13,2,10,5,1794
3,0,2,2,0,0,-1,1,149,0,464,2,3,11,27,4,1,14,14,1875
1,1,2,1,0,1,-1,0,195,1,26,1,2,13,28,16,2,1,7,1988
3,0,3,1,3,0,-1,1,59,3,1902,1,5,24,33,10,1,12,10,2352
1,1,0,0,3,1,-1,1,236,1,81,1,1,21,24,14,0,4,12,1593
3,0,2,2,3,2,2,0,151,0,4923,3,3,11,31,21,0,14,12,2529
2,1,3,0,3,1,-1,2,134,2,10,0,6,20,34,20,0,5,0,1395
0,1,3,2,0,2,2,1,289,0,8814,1,4,14,43,19,1,1,11,4064
3,1,1,3,2,2,3,2,254,0,1258,3,3,19,18,22,1,15,13,2198
3,1,3,3,2,1,-1,1,176,1,28,3,1,14,48,7,0,4,13,1707
3,0,1,1,1,2,3,2,209,3,9516,1,4,10,3,22,1,8,8,4730
2,0,0,2,1,1,-1,1,79,2,34,0,5,23,13,10,0,5,1,949
1,1,1,1,2,2,3,2,220,3,9532,2,3,10,16,3,2,5,12,5345
0,1,1,3,2,1,-1,1,156,2,53,1,5,6,12,10,1,14,9,1570
1,1,2,0,3,0,-1,1,245,0,214,2,3,12,28,19,2,2,6,2164
2,1,1,1,1,2,2,2,103,0,2977,0,5,0,47,5,2,6,13,2814
2,1,1,2,1,0,-1,2,133,0,1990,2,2,10,0,22,2,9,6,1413
3,1,3,3,0,1,-1,1,291,3,62,2,4,15,41,11,2,2,11,2920
2,0,2,3,0,0,-1,2,278,0,662,1,6,24,49,7,0,12,14,2629
2,1,0,2,1,1,-1,2,197,0,79,2,2,4,16,7,2,15,1,1464
3,1,2,0,1,2,1,0,125,3,2747,0,6,16,18,22,1,4,7,3961
2,1,3,0,3,2,4,0,196,3,627,1,2,1,45,9,2,3,13,2342
3,0,3,0,3,1,-1,0,128,0,38,2,7,0,33,24,0,10,3,1443
2,1,0,2,3,1,-1,1,212,1,95,3,1,3,30,15,1,4,12,1235
3,0,0,0,1,1,-1,1,272,2,67,0,5,12,4,20,1,0,4,1155
1,0,2,1,3,2,3,0,134,3,3079,0,2,2,32,3,2,13,4,3202
1,1,3,0,2,0,-1,2,206,3,810,0,7,23,9,17,2,11,10,3581
0,0,0,0,0,1,-1,2,271,3,93,3,1,0,14,6,0,8,2,2483
3,1,2,1,0,2,0,1,197,3,5707,2,7,13,33,7,2,6,3,5075
1,0,1,2,2,0,-1,2,56,2,36,1,7,8,30,17,1,3,14,1923
0,0,2,3,2,1,-1,2,132,2,15,3,1,24,45,14,2,8,1,1449
3,0,3,3,1,1,-1,0,286,2,66,1,5,8,3,20,2,0,6,1341
0,1,0,0,0,2,3,0,291,2,8414,3,6,20,11,14,1,8,14,4603
0,1,2,3,3,2,2,2,137,2,1520,0,4,5,49,15,1,2,5,2121
0,0,1,3,3,2,2,1,217,0,7446,1,6,21,1,14,2,5,2,2853
2,1,3,1,1,1,-1,0,244,3,63,1,7,12,1,8,1,0,7,2839
2,1,3,0,0,0,-1,2,191,0,311,1,1,18,28,6,2,4,15,2045
2,0,0,3,1,2,3,1,70,3,4938,2,1,7,31,4,0,4,15,3112
1,0,3,2,0,2,3,2,105,2,6003,1,2,21,32,11,2,11,0,3325
1,0,0,1,3,2,4,0,221,2,7934,1,3,7,47,24,0,8,5,1939
2,1,2,2,1,2,0,0,55,2,2084,0,5,3,50,21,0,12,0,2531
2,0,2,0,1,1,-1,2,210,1,68,3,4,16,11,7,1,0,15,1190
3,1,3,3,1,2,2,0,107,3,1525,2,5,21,22,9,0,13,13,2781
1,0,0,1,1,2,1,1,180,1,4046,1,2,6,1,14,2,0,15,2124
1,0,2,3,3,1,-1,1,138,0,15,3,7,17,38,2,1,15,14,2185
3,0,1,3,1,1,-1,0,172,1,82,3,3,8,2,13,1,15,6,970
1,0,3,3,0,0,-1,0,228,0,1079,3,7,4,23,4,0,13,3,2480
1,0,0,1,0,0,-1,1,241,0,1086,2,7,24,27,1,2,7,10,2173
0,1,0,0,1,1,-1,1,147,0,15,1,1,24,2,22,0,0,3,1826
3,1,3,1,0,1,-1,2,271,2,58,1,5,2,39,4,1,7,6,2004
3,1,1,1,2,2,3,0,146,2,3655,1,2,2,25,16,2,7,5,2254
1,0,2,2,0,0,-1,0,220,3,7,0,7,22,5,11,2,10,1,3248
2,1,2,2,2,2,2,2,268,1,8315,3,5,15,43,11,1,15,3,3448
3,1,0,2,0,1,-1,1,138,3,12,3,3,10,13,21,0,9,3,2591
2,0,3,2,1,1,-1,0,254,2,40,3,2,5,32,7,2,6,8,1219
1,1,2,0,0,1,-1,0,53,0,21,1,5,12,49,0,1,4,10,3512
3,1,1,2,2,2,4,1,211,2,1118,2,1,7,24,15,0,13,8,1104
0,1,1,2,1,2,4,1,215,2,5487,1,4,15,11,1,1,8,11,1579
2,1,0,1,0,1,-1,2,240,2,52,2,6,14,2,2,2,3,3,831
3,1,1,0,2,1,-1,2,69,0,62,3,7,6,41,23,1,11,11,2309
0,1,3,3,3,0,-1,2,184,2,1534,0,6,17,37,22,0,4,14,2165
3,0,3,3,2,0,-1,2,238,1,1651,3,5,3,34,5,2,12,3,1363
1,0,1,3,0,2,2,1,63,0,2881,3,3,5,49,20,2,9,7,2766
2,0,2,1,2,2,1,2,167,1,1708,0,4,17,34,0,1,8,3,1899
3,0,1,1,0,2,0,2,173,1,6327,2,5,1,20,4,0,8,15,3301
3,1,2,1,2,0,-1,2,133,3,923,2,2,19,39,11,2,5,9,2664
3,0,1,1,3,2,1,0,109,0,2679,2,5,4,46,2,2,1,10,1924
2,0,0,2,3,0,-1,0,278,2,1862,3,5,1,45,20,0,6,2,1550
1,0,2,0,0,2,3,0,139,1,9661,0,2,5,35,5,0,2,7,4773
0,0,3,2,0,2,1,2,193,0,2131,3,1,22,37,24,0,15,10,2637
1,0,2,0,0,0,-1,1,240,1,1848,2,5,23,8,18,1,4,1,2004
3,1,3,3,2,0,-1,1,264,3,1084,0,4,8,40,6,2,14,0,3065
1,0,0,3,1,0,-1,2,224,1,1337,0,5,7,3,6,0,12,11,1560
0,1,0,1,2,2,0,2,91,0,3909,0,3,17,19,23,2,14,11,4015
2,0,3,1,1,1,-1,2,220,3,19,0,7,20,49,22,1,13,0,2807
0,1,1,3,3,1,-1,2,161,3,76,1,1,18,37,20,0,11,7,2815
3,0,0,1,1,2,2,0,63,2,6305,1,3,0,41,19,2,13,12,2208
1,0,1,0,3,2,2,2,287,3,8163,2,4,1,18,18,0,10,14,3663
0,1,3,3,2,0,-1,1,181,0,951,1,6,5,13,21,0,15,11,2503
0,0,0,0,0,0,-1,0,147,1,184,0,3,20,3,11,2,2,8,1514
0,1,2,1,2,1,-1,2,129,1,83,2,5,3,28,22,0,13,2,1638
0,0,0,1,1,2,4,1,92,1,3938,3,6,12,33,21,2,6,6,1602
1,0,1,0,3,2,0,0,294,2,6990,3,5,21,3,24,2,9,5,3625
1,0,1,3,1,2,4,0,285,3,3021,1,5,5,30,15,2,0,4,3589
1,0,2,1,1,2,3,1,281,2,1713,0,5,20,11,6,1,11,7,2052
1,0,0,0,2,1,-1,2,215,3,32,3,3,23,21,22,2,15,15,2603
1,1,1,3,1,1,-1,1,195,1,99,2,7,23,49,5,2,5,2,1872
3,1,3,2,3,1,-1,0,51,0,25,2,5,22,14,24,2,4,4,1721
2,0,0,3,2,1,-1,0,234,2,79,3,1,1,49,3,0,15,14,1262
3,1,0,0,3,0,-1,0,92,0,79,0,5,23,31,8,2,2,11,1944
0,0,2,2,1,0,-1,0,205,3,158,1,3,17,40,21,2,5,8,3049
2,0,3,1,1,0,-1,1,169,1,1630,0,4,17,13,10,2,4,13,1317
0,0,0,3,2,2,4,2,82,3,7961,3,5,0,36,20,0,14,12,2644
2,1,2,2,2,0,-1,2,111,1,1948,1,6,23,45,22,0,6,0,2548
3,0,3,3,0,0,-1,1,299,2,762,2,5,18,49,10,2,2,8,1566
1,0,3,3,2,0,-1,1,256,2,1557,1,6,1,22,14,2,3,5,1652
2,1,3,0,1,1,-1,2,232,2,79,0,1,23,44,1,1,12,7,1124
0,0,1,1,1,1,-1,2,168,3,46,1,2,0,1,0,2,2,5,1935
3,1,2,2,1,0,-1,2,171,3,895,1,5,20,33,11,0,8,13,3478
2,0,1,1,1,2,0,2,139,2,7196,0,4,5,20,7,1,1,2,2999
3,0,2,3,0,1,-1,0,76,3,11,1,6,3,39,2,1,1,10,2848
1,1,1,0,1,1,-1,0,90,3,29,3,6,18,2,8,0,6,11,3206
2,0,3,2,2,2,0,1,123,3,9900,2,6,10,8,6,1,6,12,4923
3,0,1,0,3,1,-1,2,139,0,46,0,6,18,15,1,1,6,7,1619
1,1,3,3,1,2,3,1,249,2,5530,3,6,7,2,5,0,3,11,2886
3,0,2,3,2,0,-1,0,254,2,456,0,2,7,26,8,2,14,12,1272
2,1,2,2,2,1,-1,0,91,3,90,3,6,13,31,6,1,14,14,2661
2,0,0,2,1,1,-1,0,209,2,57,1,3,12,39,19,1,12,6,1344
2,1,1,1,3,1,-1,1,260,1,87,1,3,15,32,12,0,0,12,1390
1,1,3,0,3,1,-1,2,80,0,62,1,7,23,8,12,1,8,15,2453
2,1,0,0,2,0,-1,1,275,1,1490,1,3,12,31,1,1,11,8,1840
1,1,3,2,2,2,4,2,249,2,5613,0,6,10,46,22,1,11,0,2220
1,1,2,2,1,1,-1,2,131,0,15,2,1,5,29,20,1,12,4,2075
1,0,3,1,0,1,-1,2,50,3,41,2,4,8,0,7,1,1,10,1959
2,1,0,3,2,1,-1,2,167,3,39,2,6,2,26,22,1,11,14,2330
1,1,3,1,3,2,4,1,262,1,7894,0,3,11,44,12,0,10,5,1637
2,0,2,2,0,1,-1,0,167,3,50,0,3,7,19,13,2,6,9,2582
3,1,3,2,1,1,-1,1,257,2,44,1,6,18,43,13,2,10,10,1816
1,1,0,1,0,0,-1,0,207,3,1418,3,4,5,38,15,0,11,4,3946
2,0,1,2,0,0,-1,1,122,1,525,2,1,9,41,12,0,15,13,1433
2,1,3,1,2,1,-1,0,273,2,37,2,4,22,37,2,1,7,8,1292
3,1,2,3,3,1,-1,2,140,1,30,0,2,20,21,23,2,5,9,1155
2,0,1,3,2,0,-1,1,289,1,1059,1,7,24,9,5,1,14,7,1579
3,0,2,2,2,2,2,1,184,3,5069,0,2,22,45,24,1,8,2,3348
3,1,1,3,2,2,1,0,260,0,9714,2,3,20,39,23,2,11,10,4362
1,0,0,3,2,2,0,2,267,1,4768,0,1,21,16,20,1,6,5,3556
0,1,2,0,2,1,-1,0,79,3,5,0,2,22,5,17,1,4,13,2710
3,0,1,3,2,2,3,1,206,1,9913,1,7,21,34,17,1,4,13,4736
0,1,2,1,3,2,1,2,175,0,9757,0,3,16,38,14,0,10,11,4747
3,1,0,3,2,1,-1,2,259,1,69,3,6,23,2,7,2,15,2,1384
2,1,2,1,3,2,1,1,62,0,3294,3,5,20,26,14,1,12,3,2213
0,0,1,2,2,0,-1,1,144,3,492,2,5,7,16,1,2,12,6,2086
2,1,2,2,3,2,4,0,229,1,7379,3,2,19,31,3,0,15,14,1538
0,0,0,0,0,1,-1,0,116,2,10,3,6,10,8,4,0,1,1,1062
0,1,2,3,3,1,-1,2,172,2,9,3,2,22,42,5,2,5,8,1353
3,0,2,1,1,1,-1,1,81,1,9,1,5,10,0,10,2,15,4,1162
2,1,1,1,1,0,-1,1,299,3,520,3,5,16,45,14,1,1,6,2761
1,1,3,2,2,1,-1,1,214,2,88,2,2,6,27,9,0,5,1,1074
3,1,3,1,2,0,-1,1,111,3,650,2,5,9,48,3,0,4,15,2818
3,0,2,1,2,1,-1,2,263,1,56,2,1,14,18,18,1,8,15,1283
1,0,0,3,0,0,-1,0,233,1,431,1,6,23,36,7,1,10,12,2465
0,0,1,1,2,1,-1,2,271,2,36,1,6,0,20,7,2,8,0,1691
3,1,1,3,0,0,-1,1,286,2,639,0,7,1,25,10,2,4,11,2090
1,1,2,2,3,2,3,1,274,3,8026,3,6,13,15,14,1,13,1,5466
2,0,0,3,3,2,2,1,180,3,7116,2,1,3,34,19,0,6,7,2858
2,0,3,3,3,0,-1,2,202,0,1505,2,4,5,47,11,2,11,8,1608
0,1,1,3,2,2,4,1,287,0,9565,0,7,9,22,17,2,1,1,2318
1,0,3,0,0,0,-1,2,113,3,574,1,6,2,18,3,0,1,11,3192
2,0,3,2,2,2,3,1,279,1,9592,0,3,9,20,23,2,6,10,3592
3,1,2,1,1,1,-1,1,211,3,91,3,5,22,19,2,2,11,1,2491
2,1,3,3,2,1,-1,1,189,2,95,1,5,10,40,0,2,15,9,1627
2,1,1,2,3,1,-1,2,239,0,60,2,6,21,40,23,2,1,15,1642
0,0,3,0,2,0,-1,2,155,1,1758,3,3,2,27,18,2,2,15,1399
2,0,3,0,0,0,-1,1,190,3,1343,1,4,5,14,16,2,7,9,2433
0,1,2,1,0,1,-1,1,110,3,27,1,4,3,2,18,1,11,5,2748
0,0,2,1,2,1,-1,0,238,0,77,2,2,14,47,16,0,1,3,2032
2,0,1,2,2,0,-1,0,111,0,436,2,6,4,42,23,1,14,6,1899
0,1,2,0,0,0,-1,0,155,0,548,1,6,16,18,24,1,3,14,3051
3,0,2,2,3,1,-1,2,127,3,15,3,6,18,19,19,2,5,2,2108
1,0,0,2,2,2,3,2,153,3,7069,3,2,17,14,19,2,0,0,4605
3,1,2,1,2,1,-1,0,56,2,68,0,2,13,44,14,0,10,4,1344
2,1,1,2,0,0,-1,2,91,0,1939,2,2,7,7,23,2,8,0,1942
0,0,2,0,3,0,-1,0,289,1,2000,1,1,11,31,19,2,4,13,1803
0,0,3,2,2,0,-1,2,161,2,1772,3,7,15,15,21,0,9,4,1457
0,1,2,1,1,0,-1,2,156,3,272,0,4,11,28,2,1,0,12,3080
0,0,1,1,1,2,3,2,289,1,4472,0,2,22,47,1,1,13,12,2658
3,1,1,3,1,2,0,2,180,2,8102,1,1,11,33,22,1,1,3,4135
2,1,3,2,2,0,-1,2,187,3,363,1,7,17,12,1,1,10,14,2610
0,1,2,3,2,1,-1,0,124,3,10,1,1,23,34,18,2,15,13,3065
0,1,1,2,3,2,4,0,226,0,2921,3,1,2,11,15,2,3,13,1354
0,1,0,2,1,2,0,0,142,1,692,2,1,17,41,7,1,4,0,2201
3,1,2,0,3,0,-1,0,265,2,1578,1,5,18,6,20,1,2,7,1814
3,0,2,0,3,2,3,2,68,1,8228,2,1,10,26,20,1,9,14,2824
2,1,2,3,0,0,-1,2,123,1,44,0,4,13,32,22,2,15,14,1884
1,1,1,3,0,2,3,1,187,0,3682,3,5,21,47,2,0,5,14,3900
1,1,0,1,3,0,-1,2,132,1,480,0,2,17,38,22,2,2,9,1765
0,1,3,3,2,0,-1,2,292,1,382,2,6,18,43,22,1,3,15,1728
0,1,0,3,0,2,3,0,78,3,8121,2,1,0,20,19,2,4,14,5221
0,0,3,2,3,1,-1,2,93,2,99,2,4,4,38,8,1,14,7,933
2,1,0,2,0,1,-1,2,106,0,20,0,1,2,37,7,0,8,8,2191
3,0,2,1,0,0,-1,1,140,3,242,0,3,14,41,7,1,14,13,2711
1,0,1,1,0,0,-1,0,135,3,1554,3,6,11,23,3,2,12,5,3128
3,1,1,0,2,2,3,1,263,3,138,3,5,4,26,6,0,4,15,2871
0,1,1,0,1,1,-1,2,138,3,65,1,3,24,7,16,2,0,11,2871
0,0,2,3,3,0,-1,0,190,0,511,0,5,5,21,6,1,1,10,1834
3,0,2,3,1,1,-1,1,292,1,26,3,2,9,31,1,2,10,9,1208
2,1,2,3,2,0,-1,0,145,2,1040,2,7,11,45,1,0,3,8,1580
0,0,3,1,3,2,2,1,60,2,5624,1,6,4,9,9,2,4,15,2018
2,0,0,2,3,2,0,0,134,1,556,0,7,22,32,21,0,13,1,1813
